,catagory,sub_cata_1,sub_cata_2,product,price,review,review_num
640,Women's Clothes,Pants,Leggings,"lululemon Align™ High-Rise Crop 17""",49.0,4.2,546
641,Women's Clothes,Pants,Joggers,lululemon Align™ High-Rise Cropped Jogger,69.0,4.1,1148
642,Women's Clothes,Hoodies & Sweatshirts,,Nulu Cropped Define Jacket,89.0,4.4,495
643,Women's Clothes,Pants,Leggings,"lululemon Align™ High-Rise Crop 23""",49.0,3.8,2165
644,Women's Clothes,Shorts,,"Hotty Hot Low-Rise Lined Short 4""",39.0,4.3,1195
645,Women's Clothes,Shirts,Tank Tops,Modal-Silk Yoga Tank Top,24.0,4.5,206
646,Women's Clothes,Shirts,Tank Tops,Power Pivot Everlux Tank Top Motif,49.0,4.3,4
647,Women's Clothes,Shirts,Short Sleeve Shirts,Swiftly Tech Short Sleeve Shirt 2.0,34.0,4.4,2243
648,Women's Clothes,Coats & Jackets,,Non-Stop Bomber Jacket Online Only,59.0,4.2,166
649,Women's Clothes,Coats & Jackets,,Rest Less Cropped Half Zip,84.0,3.9,117
650,Women's Clothes,Pants,Sweatpants,lululemon Align™ High-Rise Jogger Full Length,79.0,3.8,5018
651,Women's Clothes,Shirts,Long Sleeve Shirts,It's Rulu Run Cropped Half Zip,74.0,4.1,223
652,Women's Clothes,Pants,Sweatpants,Scuba High-Rise Jogger Full Length,69.0,3.6,1477
653,Women's Clothes,Pants,Leggings,"Wunder Train High-Rise Tight with Pockets 25""",69.0,4.2,260
654,Women's Clothes,Sports Bras,,"lululemon Align™ Reversible Bra Light Support, A/B Cup",39.0,4.4,566
655,Women's Clothes,Coats & Jackets,,Ribbed Nulu Cropped Define Jacket,99.0,4.4,98
656,Women's Clothes,Pants,Leggings,"Base Pace High-Rise Tight 28""",49.0,4.0,377
657,Women's Clothes,Coats & Jackets,,Wunder Puff Waist Jacket,169.0,4.4,77
658,Women's Clothes,Shirts,Tank Tops,Cap Sleeve Hiking Tank Top,29.0,3.8,59
659,Women's Clothes,Sports Bras,,"Wunder Train Bra Medium Support, C/D Cup Online Only",29.0,3.2,225
660,Women's Clothes,Shirts,Tank Tops,Sculpt Cropped Tank Top,29.0,4.4,274
661,Women's Clothes,Underwear,,UnderEase Mid-Rise Hipster Underwear Online Only,14.0,4.0,37
662,Women's Clothes,Pants,Leggings,"Swift Speed High-Rise Tight 28""",54.0,4.0,1018
663,Women's Clothes,Dresses,,Lightweight High-Neck Romper,64.0,4.4,73
664,Women's Clothes,Shirts,Tank Tops,Swiftly Tech High-Neck Tank Top 2.0 Race Length,39.0,4.5,174
665,Women's Clothes,Shirts,Long Sleeve Shirts,Back in Action Long Sleeve Shirt,29.0,3.9,1503
666,Women's Clothes,Shirts,Long Sleeve Shirts,Abrasion-Resistant Training Long Sleeve Shirt,54.0,,0
667,Women's Clothes,Shirts,T-Shirts,All Yours Short Sleeve T-Shirt Vitasea,34.0,4.2,240
668,Women's Clothes,Shorts,,"lululemon Align™ High-Rise Short 6""",39.0,4.3,3070
669,Women's Clothes,Skirts,,Court Rival High-Rise Skirt Online Only,49.0,3.8,551
670,Women's Clothes,Shirts,Short Sleeve Shirts,Back in Action Short Sleeve T-Shirt,39.0,4.1,580
671,Women's Clothes,Sports Bras,,"AirSupport Bra High Support, C–DDD Cups Online Only",39.0,3.1,1076
672,Women's Clothes,Pants,Leggings,"Swift Speed High-Rise Crop 21""",59.0,4.1,534
673,Women's Clothes,Hoodies & Sweatshirts,,Swiftly Relaxed Half Zip Online Only,74.0,4.3,75
674,Women's Clothes,Shirts,Long Sleeve Shirts,All Yours Cotton Long Sleeve Shirt,49.0,4.5,228
675,Women's Clothes,Pants,Leggings,"Groove Super-High-Rise Crop 23"" Nulu",79.0,4.1,84
676,Women's Clothes,Pants,Leggings,"Wunder Under High-Rise Tight 25"" Luxtreme",49.0,2.9,1184
677,Women's Clothes,Pants,,"Fast and Free High-Rise Fleece Tight 28""",119.0,4.1,190
678,Women's Clothes,Shirts,Tank Tops,Power Pivot Ribbed Tank Top,29.0,4.3,418
679,Women's Clothes,Hoodies & Sweatshirts,,Perfectly Oversized Crew,69.0,,0
680,Women's Clothes,Shorts,,"Hotty Hot High-Rise Lined Short 4""",39.0,4.3,1635
681,Women's Clothes,Skirts,,Court Rival High-Rise Skirt Long,39.0,4.3,397
682,Women's Clothes,Pants,Leggings,"Wunder Train High-Rise Crop 23""",49.0,4.1,883
683,Women's Clothes,Shirts,Long Sleeve Shirts,Mesh Panelled Training Long Sleeve Shirt,64.0,3.8,22
684,Women's Clothes,Shorts,,"lululemon Align™ High-Rise Short 8""",39.0,4.2,1276
685,Women's Clothes,Shirts,Tank Tops,Base Pace Ribbed Tank Top,29.0,3.9,161
686,Women's Clothes,Sports Bras,,"lululemon Align™ Bra Light Support, C/D Cup Online Only",29.0,4.5,173
687,Women's Clothes,Pants,Leggings,"Base Pace High-Rise Crop 23""",49.0,4.0,474
688,Women's Clothes,Shirts,Long Sleeve Shirts,Ebb to Street Long Sleeve Shirt Marble Dye,69.0,4.2,42
689,Women's Clothes,Pants,Leggings,"Wunder Train High-Rise Tight 25"" Foil",69.0,4.4,114
690,Women's Clothes,Shorts,,"Invigorate High-Rise Short 8"" Online Only",29.0,4.2,175
691,Women's Clothes,Pants,Leggings,"Wunder Under High-Rise Tight 25""",59.0,3.2,700
692,Women's Clothes,Pants,Leggings,"Wunder Train Contour Fit High-Rise Tight 25""",59.0,4.2,411
693,Women's Clothes,Shirts,Long Sleeve Shirts,Ebb to Street Long Sleeve Shirt,54.0,3.9,229
694,Women's Clothes,Sports Bras,,"lululemon Energy Bra Medium Support, B–D Cups",29.0,3.9,922
695,Women's Clothes,Shorts,,"Speed Up Mid-Rise Lined Short 4""",39.0,4.3,662
696,Women's Clothes,Shirts,Short Sleeve Shirts,Swiftly Tech Short Sleeve Shirt 2.0 Race Length,49.0,4.4,625
697,Women's Clothes,Shirts,Long Sleeve Shirts,Back in Action Long Sleeve Shirt Spark,49.0,4.1,28
698,Women's Clothes,Pants,Leggings,"Lunar New Year Wunder Under High-Rise Tight 25""",79.0,3.6,75
699,Women's Clothes,Underwear,,UnderEase Mid-Rise Cheeky Bikini Underwear Online Only,14.0,4.0,23
700,Women's Clothes,Sports Bras,,"lululemon Energy High-Neck Longline Bra Medium Support, B–D Cups",29.0,4.0,120
701,Women's Clothes,Pants,,"Base Pace High-Rise Tight 25"" Two-Tone Ribbed",69.0,3.1,146
702,Women's Clothes,Hoodies & Sweatshirts,,Perfectly Oversized Cropped Crew Softstreme,89.0,3.4,1020
703,Women's Clothes,Shirts,Long Sleeve Shirts,It's Rulu Run Ribbed Long Sleeve Shirt,74.0,4.7,41
704,Women's Clothes,Dresses,,Everlux Mesh-Back Tennis Dress,54.0,3.7,73
705,Women's Clothes,Pants,Joggers,Scuba High-Rise Cropped Jogger,89.0,4.3,60
706,Women's Clothes,Dresses,,Classic-Fit Cotton-Blend Dress,64.0,3.9,110
707,Women's Clothes,Hoodies & Sweatshirts,,Scuba Full-Zip Hoodie,89.0,4.1,4346
708,Women's Clothes,Shirts,Tank Tops,Swiftly Tech Racerback Tank Top 2.0,29.0,,0
709,Women's Clothes,Shirts,T-Shirts,Love Crewneck T-Shirt Cloud Wash,29.0,4.0,6
710,Women's Clothes,Pants,Leggings,"Invigorate High-Rise Crop 23""",49.0,4.0,747
711,Women's Clothes,Pants,Joggers,Engineered Warmth Jogger Full Length,139.0,3.9,293
712,Women's Clothes,Shirts,T-Shirts,Heavyweight Cotton T-Shirt,54.0,5.0,3
713,Women's Clothes,Shirts,Long Sleeve Shirts,Modal-Blend Open-Back Long Sleeve Shirt,39.0,4.8,51
714,Women's Clothes,Sports Bras,,"lululemon Energy Longline Bra Medium Support, B–D Cups",39.0,4.0,1918
715,Women's Clothes,Shorts,,"Find Your Pace High-Rise Lined Short 3""",49.0,3.8,823
716,Women's Clothes,Pants,Leggings,"Invigorate High-Rise Tight 28"" Online Only",59.0,4.0,368
717,Women's Clothes,Dresses,,Court Crush Dress,69.0,3.4,428
718,Women's Clothes,Shirts,T-Shirts,Crescent T-Shirt,39.0,3.7,112
719,Women's Clothes,Pants,Leggings,"Fast and Free High-Rise Tight 25""",79.0,3.7,4469
720,Women's Clothes,Pants,Leggings,"Fast and Free Brushed Fabric High-Rise Tight 28""",64.0,4.3,75
721,Women's Clothes,Shorts,,"Wunder Train High-Rise Short 8""",39.0,3.9,503
722,Women's Clothes,Pants,Joggers,Loungeful Straight Leg Pant,99.0,4.4,313
723,Women's Clothes,Shirts,Tank Tops,All Yours Tank Top Online Only,29.0,3.7,205
724,Women's Clothes,Shorts,,"Base Pace High-Rise Short 6""",39.0,3.1,155
725,Women's Clothes,Hoodies & Sweatshirts,,It's Rulu Run Half Zip,74.0,4.0,140
726,Women's Clothes,Pants,,Groove Super-High-Rise Split-Hem Flared Pant Nulu,69.0,3.8,214
727,Women's Clothes,Pants,Leggings,"Cargo Super-High-Rise Hiking Tight 25""",84.0,4.1,87
728,Women's Clothes,Sports Bras,,"Free to Be Serene Bra Light Support, C/D Cup Online Only",29.0,4.2,1284
729,Women's Clothes,Shirts,T-Shirts,Classic-Fit Cotton-Blend T-Shirt,39.0,4.3,278
730,Women's Clothes,Sweaters,,Tie Dye Crewneck Sweater,79.0,3.4,27
731,Women's Clothes,Shirts,Long Sleeve Shirts,Team Canada Swiftly Tech Long Sleeve Shirt 2.0 COC Logo Online Only,39.0,4.2,57
732,Women's Clothes,Pants,Leggings,"Wunder Train Contour Fit High-Rise Crop 23""",59.0,4.0,122
733,Women's Clothes,Shirts,Tank Tops,Ebb to Street Cropped Tank Top,49.0,3.6,14
734,Women's Clothes,Sports Bras,,"lululemon Align™ Bra Shine Light Support, A/B Cup",29.0,4.7,3
735,Women's Clothes,Pants,Joggers,Ready to Rulu Classic-Fit High-Rise Jogger Full Length,64.0,4.2,205
736,Women's Clothes,Pants,Sweatpants,Adapted State High-Rise Fleece Jogger,119.0,4.0,209
737,Women's Clothes,Shorts,,"Loungeful High-Rise Short 4""",49.0,4.3,56
738,Women's Clothes,Pants,Leggings,"Swift Speed High-Rise Tight 25""",64.0,4.0,210
739,Women's Clothes,Shirts,Tank Tops,Cool Racerback Short Tank Top Nulu,19.0,4.5,695
740,Women's Clothes,Shorts,,"Track That High-Rise Lined Short 3""",49.0,4.4,848
741,Women's Clothes,Pants,Leggings,"Base Pace High-Rise Running Tight 31"" Online Only",49.0,3.8,105
742,Women's Clothes,Shirts,Tank Tops,High-Neck Running and Training Tank Top Online Only,19.0,4.1,574
743,Women's Clothes,Coats & Jackets,,Wunder Puff Waist Vest Online Only,149.0,4.5,36
744,Women's Clothes,Shorts,,"Swift Speed High-Rise Short 8""",39.0,3.4,115
745,Women's Clothes,Pants,Leggings,"Seamless Training High-Rise Tight 25""",89.0,4.1,12
746,Women's Clothes,Shorts,,"Base Pace High-Rise Short 8""",39.0,3.7,193
747,Women's Clothes,Underwear,,UnderEase Mid-Rise Thong Underwear 3 Pack,44.0,3.3,116
748,Women's Clothes,Shirts,T-Shirts,Modal-Silk Blend Tie-Front Yoga T-Shirt,49.0,4.6,19
749,Women's Clothes,Pants,Sweatpants,Warm Down Jogger 7/8 Length,54.0,3.8,41
750,Women's Clothes,Shorts,,"lululemon Align™ High-Rise Short with Pockets 6"" Online Only",39.0,4.2,47
751,Women's Clothes,Coats & Jackets,,Wunder Puff Cropped Jacket Online Only,169.0,4.7,260
752,Women's Clothes,Pants,Leggings,"Fast and Free High-Rise Crop 23""",79.0,4.1,719
753,Women's Clothes,Pants,Capris,"lululemon Align™ Scalloped Hem High-Rise Crop 23""",59.0,3.9,197
754,Women's Clothes,Pants,Leggings,"lululemon Align™ High-Rise Pant with Pockets 28"" Online Only",99.0,4.2,370
755,Women's Clothes,Pants,,Stretch High-Rise Jogger Full Length,74.0,4.2,419
756,Women's Clothes,Underwear,,UnderEase Mid-Rise Thong Underwear Online Only,14.0,3.9,63
757,Women's Clothes,Sweaters,,Merino Wool-Blend Ribbed Crewneck Sweater,74.0,4.1,154
758,Women's Clothes,Shirts,Tank Tops,Nulu High-Neck Yoga Tank Top,54.0,3.8,25
759,Women's Clothes,Coats & Jackets,,Nulux Reflective Running Jacket,89.0,4.3,135
760,Women's Clothes,Shorts,,"lululemon Align™ High-Rise Short 8"" Pockets",39.0,3.7,22
761,Women's Clothes,Pants,Sweatpants,Scuba High-Rise French Terry Jogger,89.0,4.1,147
762,Women's Clothes,Sweaters,,Merino Wool-Blend Ribbed Long Wrap Sweater,89.0,4.1,155
763,Women's Clothes,Coats & Jackets,,Lunar New Year Hooded Define Jacket Nulu,99.0,4.5,88
764,Women's Clothes,Underwear,,UnderEase High-Rise Bikini Underwear Online Only,14.0,4.0,9
765,Women's Clothes,Shorts,,"Hotty Hot High-Rise Short 4"" Special Edition",44.0,4.4,96
766,Women's Clothes,Shirts,Long Sleeve Shirts,Classic-Fit Cotton-Blend Long Sleeve Shirt,39.0,4.3,127
767,Women's Clothes,Pants,Leggings,"Wunder Under High-Rise Crop 21"" Full-On Luxtreme",49.0,3.9,12
768,Women's Clothes,Pants,,"Team Canada lululemon Align™ High-Rise Pant 25""",69.0,2.3,13
769,Women's Clothes,Shorts,,"Wunder Train High-Rise Short 6""",39.0,4.0,1646
770,Women's Clothes,Shirts,Long Sleeve Shirts,Wunder Train Cropped Long Sleeve Shirt,39.0,4.1,153
771,Women's Clothes,Sweaters,,Brushed Cotton Merino Blend Tunic,99.0,4.3,20
772,Women's Clothes,Shirts,Bodysuits,lululemon Align™ Bodysuit,59.0,4.3,50
773,Women's Clothes,Shirts,T-Shirts,Lightweight Cinched Hem Hiking T-Shirt,29.0,4.0,37
774,Women's Clothes,Pants,Leggings,"Wunder Train High-Rise Tight 31""",79.0,4.0,177
775,Women's Clothes,Sports Bras,,"Like a Cloud Bra Light Support, B/C Cup",44.0,4.3,1085
776,Women's Clothes,Pants,Leggings,"Lunar New Year lululemon Align™ High-Rise Pant 25""",99.0,4.2,64
777,Women's Clothes,Pants,Joggers,lululemon Align™ Super-High-Rise Ribbed-Waist Jogger Full Length Online Only,104.0,4.4,126
778,Women's Clothes,Shirts,T-Shirts,Love Crewneck T-Shirt,29.0,3.8,573
779,Women's Clothes,Shirts,Tank Tops,Mesh Panelled Training Shelf Tank Top,54.0,4.2,6
780,Women's Clothes,Shirts,Long Sleeve Shirts,Ventscape Long Sleeve Half Zip,89.0,3.3,40
781,Women's Clothes,Underwear,,UnderEase Mid-Rise Boyshort Underwear Online Only,14.0,3.8,25
782,Women's Clothes,Underwear,,InvisiWear Mid-Rise Cheeky Bikini Underwear,14.0,3.1,35
783,Women's Clothes,Shirts,Tank Tops,Lightweight Running Kit Tank Top,29.0,4.0,75
784,Women's Clothes,Pants,Trousers,Stretch High-Rise Pant 7/8 Length,69.0,4.1,624
785,Women's Clothes,Shirts,Tank Tops,Ribbed Nulu Racerback Yoga Tank Top,54.0,3.7,27
786,Women's Clothes,Sports Bras,,"Enlite Front-Zip Bra High Support, A–DDD(E) Cups Online Only",49.0,3.4,1690
787,Women's Clothes,Shirts,Tank Tops,lululemon Align™ Ribbed High-Neck Tank Top,49.0,4.3,41
788,Women's Clothes,Pants,Capris,"lululemon Align™ Wide Leg Crop 23""",49.0,3.2,36
789,Women's Clothes,Shirts,Tank Tops,Cool Racerback Tank Top Nulu,29.0,4.3,1139
790,Women's Clothes,Hoodies & Sweatshirts,,Waist Length Crewneck Sweater,69.0,4.3,22
791,Women's Clothes,Pants,Sweatpants,"Brushed Softstreme Ribbed Zip Flared Pant 32.5""",124.0,3.7,175
792,Women's Clothes,Hoodies & Sweatshirts,,Collarless Textured Fleece Full Zip,139.0,4.7,39
793,Women's Clothes,Shirts,Long Sleeve Shirts,High-Neck Running and Training Long Sleeve Shirt,49.0,3.9,182
794,Women's Clothes,Shirts,Long Sleeve Shirts,Pima Cotton Side-Cinch Long Sleeve Shirt,54.0,4.2,72
795,Women's Clothes,Swimsuits,,Waterside High-Waist Swim Bottom Medium Bum Coverage,29.0,,0
796,Women's Clothes,Pants,Leggings,lululemon lab Seamless Wool-Blend Tight,139.0,4.4,7
797,Women's Clothes,Shirts,T-Shirts,All Yours Cotton T-Shirt,39.0,4.0,458
798,Women's Clothes,Sports Bras,,"Like a Cloud Longline Bra Light Support, D/DD Cup",39.0,4.6,381
799,Women's Clothes,Pants,Joggers,Loungeful High-Rise Jogger Full Length,99.0,4.5,141
800,Women's Clothes,Shirts,Long Sleeve Shirts,All Aligned Mock Neck Long Sleeve Shirt Online Only,54.0,4.4,330
801,Women's Clothes,Pants,Capris,"Base Pace High-Rise Crop 23"" Two-Tone Ribbed Online Only",79.0,2.9,8
802,Women's Clothes,Shirts,Tank Tops,Classic-Fit Cotton-Blend Tank Top,29.0,4.2,87
803,Women's Clothes,Pants,Capris,"lululemon Align™ V-Waist Crop 23""",89.0,4.5,20
804,Women's Clothes,Shirts,Long Sleeve Shirts,Love Modal Fleece Long Sleeve Shirt,49.0,4.4,60
805,Women's Clothes,Coats & Jackets,,Wunder Puff Cropped Vest,139.0,4.6,381
806,Women's Clothes,Pants,Joggers,Scuba High-Rise Relaxed Jogger Full Length,99.0,4.1,165
807,Women's Clothes,Pants,Sweatpants,Ready to Rulu High-Rise Cropped Jogger,54.0,3.8,142
808,Women's Clothes,Sweaters,,Reversible Double-Knit Crew Neck Sweater,69.0,4.3,51
809,Women's Clothes,Shirts,Tank Tops,Swift Ventilated Racerback Running Tank Top,39.0,3.8,53
810,Women's Clothes,Sports Bras,,"All Powered Up Bra Medium Support, A-G Cups Online Only",49.0,3.7,331
811,Women's Clothes,Sweaters,,Ombre Knit Textured Turtleneck,79.0,4.2,27
812,Women's Clothes,Pants,Sweatpants,Adapted State High-Rise Jogger Full Length,104.0,4.3,962
813,Women's Clothes,Pants,Capris,"lululemon Align™ High-Rise Wide Leg Crop 23""",79.0,4.4,74
814,Women's Clothes,Sports Bras,,"Like a Cloud High-Neck Longline Bra Light Support, B/C Cup Online Only",39.0,4.3,172
815,Women's Clothes,Sports Bras,,"Free to Be Bra - Wild Light Support, A/B Cup",39.0,4.1,466
816,Women's Clothes,Shirts,Tank Tops,lululemon Align™ High-Neck Tank Top Ruched,49.0,3.8,6
817,Women's Clothes,Shirts,Tank Tops,Power Pivot Tank Top Everlux,29.0,4.0,145
818,Women's Clothes,Pants,Leggings,"Fast and Free High-Rise Crop 19""",79.0,4.0,784
819,Women's Clothes,Shirts,Bodysuits,"Ruched Yoga Bodysuit 25""",124.0,4.0,32
820,Women's Clothes,Pants,Trousers,City Sleek Slim-Fit 5 Pocket High-Rise Pant,74.0,3.9,423
821,Women's Clothes,Pants,Leggings,"lululemon Align™ High-Rise Crop with Pockets 23""",89.0,4.1,441
822,Women's Clothes,Pants,Joggers,Ready to Rulu Classic-Fit High-Rise Jogger 7/8 Length,89.0,4.3,89
823,Women's Clothes,Shirts,T-Shirts,High-Neck Running and Training Reflective T-Shirt,39.0,3.7,7
824,Women's Clothes,Skirts,,Play Off the Pleats Mid-Rise Skirt,39.0,4.2,748
825,Women's Clothes,Shorts,,"Wunder Train Contour Fit High-Rise Short 4""",39.0,3.9,72
826,Women's Clothes,Sports Bras,,"Lunar New Year lululemon Align™ Reversible Bra Light Support, A/B Cup",39.0,4.0,1
827,Women's Clothes,Shorts,,"Wunder Train Contour Fit High-Rise Short 8"" Online Only",39.0,3.9,67
828,Women's Clothes,Sports Bras,,"Like a Cloud Ribbed Longline Bra Light Support, D/DD Cup",49.0,4.3,152
829,Women's Clothes,Shirts,T-Shirts,High-Neck Running and Training T-Shirt,29.0,3.9,460
830,Women's Clothes,Skirts,,Pace Rival Mid-Rise Skirt Extra Long Online Only,49.0,4.2,266
831,Women's Clothes,Shirts,Long Sleeve Shirts,Swiftly Relaxed-Fit Long Sleeve Shirt,54.0,4.4,931
832,Women's Clothes,Underwear,,UnderEase Mid-Rise Boyshort Underwear 3 Pack,39.0,3.5,46
833,Women's Clothes,Sports Bras,,"Flow Y Nulu Bra Light Support, A–C Cups",29.0,3.7,1806
834,Women's Clothes,Shorts,,"lululemon Align™ High-Rise Short 4"" Online Only",39.0,4.2,1179
835,Women's Clothes,Shirts,Short Sleeve Shirts,Hold Tight Short Sleeve Shirt,39.0,4.2,100
836,Women's Clothes,Hoodies & Sweatshirts,,Scuba Oversized Fleece Funnel Neck,99.0,4.2,203
837,Women's Clothes,Shirts,Long Sleeve Shirts,UV Protection Running Long Sleeve Shirt,54.0,4.4,22
838,Women's Clothes,Underwear,,InvisiWear Mid-Rise Hipster Underwear Online Only,14.0,3.1,40
839,Women's Clothes,Swimsuits,,Waterside Mid-Rise Skimpy-Fit Swim Bottom,39.0,,0
840,Women's Clothes,Shorts,,"Inner Glow High-Rise Short 3""",39.0,4.4,352
841,Women's Clothes,Hoodies & Sweatshirts,,Loungeful Cropped Hoodie Sparkle,89.0,4.2,44
842,Women's Clothes,Shirts,Tank Tops,Nulu Back-Twist Yoga Tank Top,29.0,4.1,63
843,Women's Clothes,Shirts,Long Sleeve Shirts,Love Long Sleeve Shirt Online Only,39.0,4.4,355
844,Women's Clothes,Pants,Leggings,"Wunder Under High-Rise Crop 23"" Full-On Luxtreme",49.0,3.4,40
845,Women's Clothes,Shorts,,"Drop-In Pocket High-Rise Hiking Short 4""",59.0,4.4,20
846,Women's Clothes,Pants,,"lululemon Align™ High-Rise Wide-Leg Pant 31""",109.0,4.3,221
847,Women's Clothes,Shirts,Short Sleeve Shirts,Train to Be Short Sleeve Shirt,49.0,4.1,90
848,Women's Clothes,Shorts,,"Cargo Super-High-Rise Hiking Short 8""",59.0,4.1,32
849,Women's Clothes,Pants,,City Sleek 5 Pocket High-Rise Wide-Leg Pant Full Length Light Utilitech,109.0,3.9,296
850,Women's Clothes,Sports Bras,,"Free to Be Elevated Bra Light Support, DD/DDD(E) Cup Online Only",29.0,4.1,608
851,Women's Clothes,Shorts,,"SenseKnit Running High-Rise Short 10""",69.0,4.2,16
852,Women's Clothes,Shirts,Bodysuits,"lululemon Align™ Bodysuit 25"" Online Only",104.0,3.9,469
853,Women's Clothes,Pants,Leggings,"lululemon Align™ High-Rise Pant with Pockets 31""",99.0,4.1,111
854,Women's Clothes,Shirts,Short Sleeve Shirts,Ebb to Street Short Sleeve Shirt,54.0,4.0,53
855,Women's Clothes,Sports Bras,,"In Alignment Bra Light Support, D–G Cups Online Only",29.0,,0
856,Women's Clothes,Underwear,,InvisiWear Mid-Rise Bikini Underwear,14.0,2.1,71
857,Women's Clothes,Shorts,,"Loungeful High-Rise Short 7""",39.0,4.6,33
858,Women's Clothes,Shirts,Short Sleeve Shirts,Train to Be Short Sleeve Shirt Marble Dye,54.0,,0
859,Women's Clothes,Shirts,Tank Tops,Quick-Dry Sleeveless Polo Shirt,39.0,4.0,70
860,Women's Clothes,Sports Bras,,"lululemon Energy High-Neck Longline Tough Bra Medium Support, B–D Cups",39.0,3.6,337
861,Women's Clothes,Coats & Jackets,,InStill Jacket,79.0,4.2,167
862,Women's Clothes,Pants,Leggings,"Wunder Train High-Rise Crop 21""",69.0,,0
863,Women's Clothes,Coats & Jackets,,Down for It All Vest Reflective,139.0,5.0,1
864,Women's Clothes,Underwear,,UnderEase Mid-Rise Cheeky Bikini Underwear 3 Pack,39.0,3.4,29
865,Women's Clothes,Coats & Jackets,,Sleet Street Jacket,239.0,3.8,256
866,Women's Clothes,Sports Bras,,"Energy Longline Bra Ribbed Luxtreme Medium Support, B–D Cups",39.0,3.6,226
867,Women's Clothes,Pants,Joggers,"Adapted State High-Rise Cropped Jogger 23""",89.0,4.3,112
868,Women's Clothes,Pants,Leggings,"SenseKnit High-Rise Running Crop 23"" Online Only",119.0,4.1,23
869,Women's Clothes,Shirts,Bodysuits,"lululemon Align™ Ribbed Bodysuit 25""",109.0,3.9,86
870,Women's Clothes,Pants,Leggings,"Swift Speed High-Rise Crop 23""",79.0,4.0,144
871,Women's Clothes,Coats & Jackets,,Down for It All Jacket Reflective,199.0,3.3,4
872,Women's Clothes,Shirts,Short Sleeve Shirts,UV Protection Running Short Sleeve Shirt,49.0,4.0,83
873,Women's Clothes,Pants,,Softstreme Relaxed High-Rise Pant,89.0,3.6,84
874,Women's Clothes,Pants,,"lululemon Align™ High-Rise Pant 25"" Ruched",99.0,4.4,47
875,Women's Clothes,Pants,Capris,Loungeful High-Rise Wide Leg Cropped Pants,79.0,4.2,34
876,Women's Clothes,Pants,,"Wunder Train High-Rise Crop with Pockets 23""",79.0,4.3,50
877,Women's Clothes,Pants,Leggings,"Base Pace High-Rise Reflective Tight 25""",69.0,4.1,99
878,Women's Clothes,Sweaters,,Merino Wool-Blend Ribbed Turtleneck Sweater,79.0,4.2,149
879,Women's Clothes,Shirts,Long Sleeve Shirts,Rulu Running Long-Sleeve Mock Neck Shirt,74.0,4.0,16
880,Women's Clothes,Shirts,Long Sleeve Shirts,Nulux Half-Zip Long Sleeve Shirt,69.0,4.6,23
881,Women's Clothes,Pants,Leggings,"Wunder Train Contour Fit High-Rise Tight 28"" Online Only",59.0,4.2,186
882,Women's Clothes,Sports Bras,,lululemon Align™ Ribbed Bra Light Support C/D Cup,39.0,4.8,20
883,Women's Clothes,Shirts,Tank Tops,Ebb to Street Tank Top,54.0,4.2,1140
884,Women's Clothes,Sweaters,,Merino Wool-Blend Cardigan,89.0,4.6,30
885,Women's Clothes,Shirts,Long Sleeve Shirts,Nulux Asymmetrical Tennis Long Sleeve Shirt,64.0,4.3,9
886,Women's Clothes,Pants,Leggings,"Add Flare High-Rise Crop 21""",89.0,4.1,32
887,Women's Clothes,Hoodies & Sweatshirts,,Hooded Define Jacket Shine,89.0,4.5,51
888,Women's Clothes,Shirts,,Lightweight Stretch Running Short Sleeve Shirt Online Only,49.0,3.6,137
889,Women's Clothes,Shirts,Long Sleeve Shirts,Back in Action Long Sleeve Shirt Vitasea,54.0,4.6,18
890,Women's Clothes,Coats & Jackets,,Water-Repellent Fleece Hiking Jacket,109.0,4.1,26
891,Women's Clothes,Hoodies & Sweatshirts,,Rest Less Cropped Half-Zip,84.0,3.9,117
892,Women's Clothes,Swimsuits,,Smocked Swim Top B/C Cup,39.0,4.1,28
893,Women's Clothes,Pants,Leggings,"Keep the Heat Thermal High-Rise Tight 28""",109.0,3.6,46
894,Women's Clothes,Shirts,Tank Tops,Throwback Print lululemon Align™ Tank Top,29.0,4.2,13
895,Women's Clothes,Pants,Leggings,"lululemon Align™ V-Waist Pant 25"" Online Only",99.0,4.2,78
896,Women's Clothes,Shirts,,Crescent T-Shirt Spark,39.0,3.6,31
897,Women's Clothes,Shorts,,"Ebb to Street High-Rise Short 8""",59.0,4.3,7
898,Women's Clothes,Pants,Leggings,"lululemon Align™ Super-High-Rise Crop 21""",69.0,3.7,166
899,Women's Clothes,Swimsuits,,Waterside Relaxed UV Protection Short Sleeve Online Only,39.0,4.2,28
900,Women's Clothes,Pants,,City Sleek 5 Pocket Wide Leg Pant,109.0,4.4,346
901,Women's Clothes,Pants,Joggers,Cotton-Cashmere Knit Mid-Rise Jogger Online Only,149.0,4.2,65
902,Women's Clothes,Shorts,,"Wunder Under Short 10""",29.0,3.0,12
903,Women's Clothes,Dresses,,Nulux Long Sleeve Tennis Dress,69.0,3.9,38
904,Women's Clothes,Coats & Jackets,,It's Rulu Run Half Zip Jacquard,74.0,5.0,1
905,Women's Clothes,Shirts,Long Sleeve Shirts,Hold Tight Long Sleeve Shirt,49.0,4.3,415
906,Women's Clothes,Pants,Leggings,"Invigorate High-Rise Crop 17"" Online Only",49.0,4.0,79
907,Women's Clothes,Hoodies & Sweatshirts,,Engineered Warmth Half-Zip Online Only,109.0,4.1,199
