,catagory,sub_cata_1,sub_cata_2,product,price,review,review_num
346,Women's Clothes,Pants,Leggings,"lululemon lab Embossed Nulu Yoga Tight 25""",158.0,,0
347,Women's Clothes,Shirts,T-Shirts,Abrasion-Resistant Training T-Shirt,68.0,4.3,51
348,Women's Clothes,Pants,Leggings,"Wunder Train High-Rise Tight with Pockets 25"" Foil",148.0,4.2,19
349,Women's Clothes,Pants,Sweatpants,Scuba High-Rise Cropped Jogger Online Only,118.0,4.3,60
350,Women's Clothes,Pants,Capris,"lululemon Align™ Super-High-Rise Wide-Leg Crop 23""",128.0,4.2,458
351,Women's Clothes,Sports Bras,,lululemon lab Embossed Nulu Cross-Back Yoga Bra,98.0,,0
352,Women's Clothes,Dresses,,Merino Wool-Blend Knit Dress,158.0,3.8,24
353,Women's Clothes,Pants,Joggers,Loungeful High-Rise Cropped Jogger,118.0,4.3,63
354,Women's Clothes,Hoodies & Sweatshirts,,lululemon lab Textured-Grid Fleece Half Zip,168.0,4.9,7
355,Women's Clothes,Pants,Leggings,"Everlux and Mesh Super-High-Rise Training Crop 21"" Online Only",148.0,5.0,2
356,Women's Clothes,Pants,Leggings,"Swift Speed High-Rise Tight 28"" Brushed Luxtreme",138.0,4.1,188
357,Women's Clothes,Shirts,Tank Tops,lululemon Align™ Ribbed High-Neck Tank Top,78.0,4.3,41
358,Women's Clothes,Shirts,Long Sleeve Shirts,All Aligned Mock Neck Long Sleeve Shirt Crushed Velvet,94.0,4.1,60
359,Women's Clothes,Coats & Jackets,,Quilted Light Insulation Vest Online Only,178.0,4.3,16
360,Women's Clothes,Shirts,Long Sleeve Shirts,Ebb to Street Waist-Length Long-Sleeve Shirt,88.0,4.1,19
361,Women's Clothes,Underwear,,UnderEase High-Rise Bikini Underwear 3 Pack,48.0,3.8,13
362,Women's Clothes,Coats & Jackets,,Wunder Puff Long Jacket,398.0,4.2,692
363,Women's Clothes,Pants,,Groove High-Rise Split-Hem Flared Pant Nulu,128.0,4.5,4
364,Women's Clothes,Shirts,T-Shirts,All Yours Cropped T-Shirt Online Only,48.0,4.3,160
365,Women's Clothes,Pants,Leggings,"lululemon Align™ V-Waist Crop 23""",118.0,4.5,20
366,Women's Clothes,Sports Bras,,"Flow Y Nulu Longline Bra Light Support, A–C Cups Online Only",64.0,3.7,202
367,Women's Clothes,Underwear,,InvisiWear High-Rise Bikini Underwear 3 Pack,48.0,3.1,11
368,Women's Clothes,Pants,,Light Utilitech Cargo Pocket High-Rise Pant,158.0,4.2,198
369,Women's Clothes,Pants,Sweatpants,Scuba High-Rise Jogger 7/8 Length,128.0,3.6,100
370,,,,,,,0
371,Women's Clothes,Shirts,Tank Tops,lululemon lab Woven Barrel Leg Jumpsuit Online Only,198.0,3.4,10
372,Women's Clothes,Shirts,T-Shirts,lululemon lab Merino Wool-Blend Boxy T-Shirt,98.0,5.0,1
373,Women's Clothes,Pants,Leggings,"lululemon Align™ High-Rise Pant 25"" Shine",128.0,4.4,156
374,Women's Clothes,Shirts,,Love Modal Fleece Long Sleeve Shirt,68.0,4.4,60
375,Women's Clothes,Shirts,Tank Tops,Cap Sleeve Hiking Tank Top Online Only,68.0,3.8,59
376,Women's Clothes,Shorts,,"Loungeful High-Rise Short 4""",68.0,4.3,56
377,Women's Clothes,Shirts,Long Sleeve Shirts,Wunder Train Cropped Long Sleeve Shirt,88.0,4.1,153
378,Women's Clothes,Pants,Leggings,All the Right Places High-Rise Drawcord Waist Crop 23”,128.0,,0
379,Women's Clothes,Coats & Jackets,,lululemon lab Women's Fleece Track Jacket Online Only,168.0,3.0,1
380,Women's Clothes,Shorts,,"SenseKnit Running High-Rise Short 10""",118.0,4.2,16
381,Women's Clothes,Pants,Leggings,"lululemon Align™ Ribbed High-Rise Crop 23""",108.0,3.8,35
382,Women's Clothes,Pants,Leggings,"Base Pace High-Rise Running Tight 28"" Brushed Nulux Online Only",98.0,3.9,631
383,Women's Clothes,Coats & Jackets,,lululemon lab Woven Boxy Jacket Online Only,178.0,,0
384,Women's Clothes,Pants,Leggings,"lululemon Align™ High-Rise Pant with Pockets 31"" Online Only",138.0,4.1,111
385,Women's Clothes,Pants,Trousers,Loungeful High-Rise Wide Leg Cropped Pants,128.0,4.2,34
386,Women's Clothes,Hoodies & Sweatshirts,,Team Canada Women's Engineered Warmth Half-Zip COC Logo Online Only,168.0,4.3,9
388,Women's Clothes,Dresses,,Softstreme Back in Action Dress Online Only,128.0,4.2,123
389,Women's Clothes,Sweaters,,lululemon lab Reflective Knit Mock-Neck Sweater Online Only,198.0,5.0,3
390,Women's Clothes,Pants,Sweatpants,"Brushed Softstreme Ribbed Zip Flared Pant 32.5""",158.0,3.7,175
391,Women's Clothes,Coats & Jackets,,Belted Long Insulated Jacket Online Only,278.0,,0
392,Women's Clothes,Shorts,,"Loungeful High-Rise Short 7""",74.0,4.6,33
393,Women's Clothes,Shorts,,"Wunder Train Contour Fit High-Rise Short 8"" Online Only",64.0,3.9,67
394,Women's Clothes,Coats & Jackets,,Mist Over Windbreaker,128.0,4.0,427
395,Women's Clothes,Shirts,Tank Tops,SenseKnit Running Tank Top,78.0,4.0,38
396,Women's Clothes,Pants,Leggings,"Fast and Free High-Rise Fleece Crop 23""",128.0,3.7,3
397,Women's Clothes,Pants,Leggings,"Fast and Free High-Rise Crop 23"" Brushed Nulux",128.0,4.1,719
398,Women's Clothes,Pants,Leggings,"Wunder Train High-Rise Crop 23"" Foil",98.0,,0
399,Women's Clothes,Pants,Leggings,"Base Pace High-Rise Crop 23"" Brushed Nulux",88.0,3.6,95
400,Women's Clothes,Pants,Sweatpants,Relaxed High-Rise Jogger Online Only,128.0,3.6,219
401,Women's Clothes,Coats & Jackets,,Pack It Down Vest Online Only,148.0,3.6,214
402,Women's Clothes,Pants,Joggers,lululemon Align™ Ribbed-Waist Cropped Jogger,128.0,4.4,35
403,Women's Clothes,Pants,Leggings,"lululemon Align™ Super-High-Rise Pant 28"" Shine",128.0,3.9,12
404,Women's Clothes,Pants,Leggings,"Swift Speed High-Rise Crop 23"" Brushed Luxtreme",128.0,2.5,2
405,Men's Clothes,Shirts,Button Down Shirts,Commission Short-Sleeve Shirt,98.0,4.0,29
406,Women's Clothes,Coats & Jackets,,Belted Long Insulated Vest Online Only,248.0,,0
407,Women's Clothes,Dresses,,"lululemon Align™ Ribbed Bodysuit 25""",158.0,3.9,86
408,Women's Clothes,Pants,Track Pants,Dance Studio Mid-Rise Pant Full Length,118.0,4.1,788
409,Women's Clothes,Pants,Leggings,"lululemon Align™ Scalloped Hem High-Rise Pant 25""",128.0,3.7,328
410,Women's Clothes,Swimsuits,,Waterside High-Neck One-Piece Swimsuit Medium Bum Coverage Online Only,138.0,3.6,113
411,Women's Clothes,Swimsuits,,Waterside Square-Neck Swim Top B/C Cup,74.0,4.6,21
412,Women's Clothes,Coats & Jackets,,Rain Rebel Stretch Jacket,248.0,4.0,48
413,Women's Clothes,Hoodies & Sweatshirts,,Hooded Radiant Jacket,138.0,4.2,118
414,Women's Clothes,Hoodies & Sweatshirts,,Team Canada All Yours Cropped Hoodie COC Logo Online Only,108.0,3.8,75
416,Women's Clothes,Underwear,,UnderEase High-Rise Thong Underwear 3 Pack,48.0,4.2,22
417,Women's Clothes,Dresses,,SenseKnit Running One-Piece,198.0,4.7,39
418,Women's Clothes,Pants,Joggers,Adapted State High-Rise Cropped Jogger Online Only,128.0,4.3,112
419,Women's Clothes,Dresses,,Nulux Long-Sleeve Tennis Dress,148.0,3.9,38
420,Women's Clothes,Coats & Jackets,,Snow Warrior 3-in-1 Parka,698.0,3.4,14
421,Women's Clothes,Shorts,,"Find Your Pace High-Rise Lined Short 3""",74.0,3.8,823
422,Women's Clothes,Shorts,,"Base Pace Ribbed High-Rise Short 6"" Online Only",74.0,3.7,14
423,Women's Clothes,Coats & Jackets,,Snow Warrior Parka,498.0,3.7,503
424,Women's Clothes,Shirts,Tank Tops,All Yours Cropped Cotton Tank Top Online Only,38.0,3.7,33
425,Women's Clothes,Dresses,,Classic-Fit Cotton-Blend T-Shirt Dress,88.0,3.9,47
426,Women's Clothes,Swimsuits,,Long Sleeve Zip-Back Paddle Suit,148.0,3.2,47
427,Women's Clothes,Pants,Leggings,"SenseKnit High-Rise Running Crop 23"" Online Only",168.0,4.1,23
428,Women's Clothes,Sports Bras,,"Free to Be Longline Bra - Wild Light Support, A/B Cup Online Only",64.0,4.2,353
429,Women's Clothes,Pants,Leggings,"Base Pace High-Rise Tight 23"" Ribbed Nulux",98.0,3.1,24
430,Women's Clothes,Dresses,,"lululemon Align™ Bodysuit 8""",128.0,4.3,100
431,Women's Clothes,Pants,Leggings,"Fast and Free High-Rise Tight 28""",138.0,3.6,1005
432,Women's Clothes,Sports Bras,,"Mesh-Back Train Bra Medium Support, A/B Cup",74.0,4.3,13
433,Women's Clothes,Hoodies & Sweatshirts,,Team Canada Perfectly Oversized Crew COC Logo Online Only,108.0,,0
434,Women's Clothes,Shorts,,"Wunder Train High-Rise Short with Pockets 8"" Online Only",74.0,4.1,29
435,Women's Clothes,Coats & Jackets,,Snow Warrior Long Parka Online Only,598.0,4.4,45
436,Women's Clothes,Dresses,,Pima Cotton Open-Back Midi Dress,128.0,4.1,88
437,Women's Clothes,Pants,,Throwback Still Pant,128.0,3.8,65
438,Women's Clothes,Shirts,T-Shirts,Swiftly Relaxed-Fit Short Sleeve T-Shirt,68.0,4.5,168
439,Women's Clothes,Dresses,,"Everlux Short-Lined Tennis Tank Top Dress 6""",138.0,3.9,8
440,Women's Clothes,Hoodies & Sweatshirts,,Grid Fleece Hiking Overshirt,158.0,4.3,62
441,Women's Clothes,Shirts,Tank Tops,Front Zip Mock-Neck Tennis Tank Top,68.0,4.6,60
442,Women's Clothes,Shorts,,"lululemon Align™ High-Rise Short 8"" Logo Online Only",64.0,4.4,8
443,Women's Clothes,Shirts,Long Sleeve Shirts,Muscle Love Long Sleeve Shirt Online Only,78.0,4.6,109
444,Women's Clothes,Swimsuits,,Zip-Back Paddle Suit Medium Bum Coverage,138.0,4.1,65
445,Women's Clothes,Shorts,,"lululemon Align™ Super-High-Rise Short 6"" Online Only",64.0,4.4,16
446,Women's Clothes,Swimsuits,,Waterside UV Protection Long Sleeve,84.0,3.9,38
447,Women's Clothes,Pants,Capris,Softstreme High-Rise Culotte,128.0,3.7,18
448,Women's Clothes,Pants,Trousers,Stretch Luxtreme High-Rise Pant Full Length,128.0,4.4,85
449,Women's Clothes,Shirts,Short Sleeve Shirts,Rise and Run Short Sleeve,68.0,4.7,102
450,Women's Clothes,Shorts,,"Invigorate High-Rise Short 8"" Online Only",84.0,4.2,175
451,Women's Clothes,Swimsuits,,Waterside V-Neck Skimpy-Fit One-Piece Swimsuit B/C Cup Online Only,138.0,4.0,37
452,Women's Clothes,Pants,Joggers,Stretch High-Rise Jogger,128.0,4.4,97
453,Women's Clothes,Shirts,Long Sleeve Shirts,Ever Ready Long Sleeve,68.0,4.0,214
454,Women's Clothes,Sports Bras,,"Invigorate Bra Medium Support, B/C Cup",54.0,4.3,342
455,Women's Clothes,Shirts,Long Sleeve Shirts,Logo Elastic Everlux Long Sleeve Shirt,88.0,4.9,10
456,Women's Clothes,Pants,Leggings,"Everlux and Mesh Contour Fit Super-High-Rise Training Tight 25""",158.0,4.5,11
457,Women's Clothes,Socks,,Women's MacroPillow Ankle Running Sock Medium Cushioning Online Only,28.0,4.2,34
458,Women's Clothes,Socks,,Women's Power Stride Crew Sock Reflective,24.0,4.5,26
459,Women's Clothes,Socks,,Women's Power Stride Tab Sock 3 Pack Multi-Colour,38.0,4.5,6
460,Women's Clothes,Socks,,Women's Power Stride Crew Sock 3 Pack,48.0,5.0,1
461,Women's Clothes,Socks,,Women's Power Stride Tab Sock 5 Pack Online Only,58.0,3.8,66
462,Women's Clothes,Socks,,Women's Power Stride Ankle Sock 3 Pack Stripe,38.0,5.0,8
463,Women's Clothes,Socks,,Women's Power Stride Crew Sock 3 Pack Stripe,48.0,1.0,1
464,Women's Clothes,Socks,,Women's Power Stride Hiking Ankle Sock Online Only,28.0,4.0,8
465,Women's Clothes,Socks,,Women's Power Stride No-Show Sock with Active Grip 5 Pack Online Only,58.0,4.0,11
466,Women's Clothes,Socks,,Women's Power Stride Hiking Crew Sock Online Only,28.0,4.3,3
467,Women's Clothes,Socks,,Women's Find Your Balance Studio Leg Warmer Online Only,58.0,3.7,32
468,Women's Clothes,Socks,,Women's MacroPillow Tab Running Sock Medium Cushioning,24.0,4.2,37
469,Women's Clothes,Socks,,Women's MicroPillow Compression Knee-High Running Sock Light Cushioning,44.0,3.5,51
470,Women's Clothes,Socks,,Women's Daily Stride Fuzzy Crew Sock,24.0,,0
471,Women's Clothes,Socks,,Women's Power Stride Ankle Sock Online Only,14.0,4.3,53
472,Women's Clothes,Socks,,Women's Evolution Leg Warmer,64.0,,0
473,Women's Clothes,Socks,,Women's Power Stride Crew Sock 3 Pack Online Only,48.0,3.1,8
474,Accessories,Bags,,Everywhere Belt Bag 1L,44.0,4.6,8182
475,Accessories,Bags,,Never Lost Keychain,20.0,,0
476,Accessories,Bags,,Everywhere Belt Bag Large 2L,52.0,4.7,991
477,Accessories,Bags,,All Night Festival Bag 5L,84.0,2.0,2
478,Accessories,Equipment,,Back to Life Sport Bottle 24oz,48.0,4.1,414
479,Accessories,Bags,,City Adventurer Backpack Mini 11L,108.0,4.1,15
480,Accessories,Yoga Accessories,,Lift and Lengthen Yoga Block Marbled,28.0,4.8,111
481,Accessories,Water Bottles,,Back to Life Sport Bottle 32oz,52.0,4.1,236
482,Accessories,Bags,,All Night Festival Bag Micro 2L,74.0,4.0,1
483,Accessories,Bags,,Mini Belt Bag,38.0,4.5,515
484,Accessories,Yoga Accessories,,Loop it Up Mat Strap,28.0,,0
485,Accessories,Hair Accessories,,Women's Wunder Train Headband,18.0,,0
486,Accessories,Yoga Accessories,,Double Roller,68.0,4.3,83
487,Accessories,Hair Accessories,,Women's Fringe Fighter Nulu Headband,18.0,,0
488,Accessories,Yoga Mats,,Take Form Yoga Mat 5mm Made With FSC-Certified Rubber Marble,148.0,3.6,195
489,Accessories,Yoga Accessories,,Inner Flow Yoga Block Marble,34.0,4.7,18
490,Accessories,Yoga Accessories,,Adjustable Yoga Mat Strap,38.0,,0
491,Accessories,Water Bottles,,The Hot/Cold Bottle 17oz,48.0,3.1,254
492,Accessories,Bags,,Everyday Backpack 2.0 23L,98.0,4.2,639
493,Accessories,Bags,,City Adventurer Large Duffle Bag 29L,178.0,4.5,171
494,Accessories,Yoga Accessories,,No Limits Stretching Strap,20.0,4.4,43
495,Accessories,Yoga Accessories,,The Towel,44.0,3.5,253
496,Accessories,Gloves & Mittens,,Women's Run for It All Gloves Tech,42.0,3.7,227
497,Accessories,Bags,,Clean Lines Crossbody Bag 2.8L,64.0,4.6,93
498,Accessories,Gloves & Mittens,,Women's Run for It All Hooded Gloves Tech,52.0,,0
499,Accessories,Yoga Accessories,,The (Small) Towel,24.0,4.5,237
500,Accessories,Bags,,City Adventurer Large Tote Bag 27L,128.0,,0
501,Accessories,Hair Accessories,,Uplifting Scrunchies 7 Pack,48.0,,0
502,Accessories,Yoga Accessories,,The Reversible (Un) Mat Online Only,68.0,3.1,131
503,Accessories,Yoga Mats,,The Reversible Mat 3mm,68.0,3.7,78
504,Accessories,Hair Accessories,,Women's Fly Away Tamer Headband,12.0,3.9,579
505,Accessories,Hats,,Women's Fast and Free Running Hat,48.0,,0
506,Accessories,Bags,,City Adventurer Backpack 20L,138.0,3.3,184
507,Accessories,Bags,,New Crew Backpack 22L,98.0,4.4,889
508,Accessories,Hair Accessories,,Silicone Hair Ties 3 Pack,18.0,,0
509,Accessories,Hair Accessories,,Skinny Scrunchies 6 Pack,28.0,,0
510,Accessories,Hair Accessories,,Glow On Hair Ties 3 Pack,14.0,,0
511,Accessories,Hats,,Women's Baller Hat Soft Online Only,38.0,,0
512,Accessories,Bags,,Lightweight Gym Sack 13L,58.0,4.3,23
513,Accessories,Hair Accessories,,Women's Cardio Cross Trainer Headband,14.0,3.9,372
514,Accessories,Selfcare,,Release and Recover Ball Set,34.0,4.2,29
515,Accessories,,,City Adventurer Backpack Micro 3L,84.0,4.1,181
516,Accessories,Hats,,Women's Baller Hat Online Only,38.0,,0
517,Accessories,Hats,,Women's Fast Paced Running Visor Online Only,28.0,,0
518,Accessories,Hats,,Women's Run for It All Ear Warmer,28.0,,0
519,Accessories,Yoga Mats,,The Mat 3mm Made With FSC-Certified Rubber,98.0,4.0,31
520,Accessories,Bags,,Fast and Free Running Belt,44.0,4.1,144
521,Accessories,Hats,,Warm Revelation Beanie,48.0,,0
522,Accessories,Bags,,Go Getter Bag 2.0 25L,168.0,4.6,210
523,Accessories,Bags,,On My Level Bag 2.0 19L,138.0,3.7,169
524,Accessories,Bags,,Dual Pouch Wristlet,48.0,4.5,150
525,Accessories,Hats,,Women's Fast and Free Running Hat Elite Online Only,48.0,,0
526,Accessories,Bags,,Water Bottle Crossbody Bag 2.5L,38.0,4.4,132
527,Accessories,Hats,,Removable Sweatband All-Sport Visor,38.0,,0
528,Accessories,Hats,,Both Ways Reversible Bucket Hat,48.0,,0
529,Accessories,Bags,,City Adventurer Backpack Nano,34.0,,0
530,Accessories,Bags,,True Identity Card Case,28.0,4.3,217
531,Accessories,Bags,,Wallet Clutch Crossbody Online Only,68.0,3.3,91
532,Accessories,Hair Accessories,,Cotton Terry Sweatband,14.0,,0
533,Accessories,Bags,,Oval Top-Access Kit 3.5L,48.0,5.0,44
534,Accessories,Bags,,City Adventurer Duffle Bag 29L Club Patch,178.0,4.4,11
535,Accessories,,,Cotton Terry Wristband 2 Pack,14.0,,0
536,Accessories,Equipment,,Wunder Train Gloves,44.0,4.0,39
537,Accessories,Hats,,Ribbed Merino Wool-Blend Knit Beanie,54.0,,0
538,Accessories,,,Fast and Free Running Armband,44.0,,0
539,Accessories,Water Bottles,,Purist Cycling Water Bottle,24.0,3.4,21
540,Accessories,Hats,,Both Ways Bucket Hat Graphic,48.0,,0
541,Accessories,Water Bottles,,Stay Hot Keep Cold Bottle 19oz,44.0,3.0,80
542,Accessories,Yoga Accessories,,Stackable Yoga Cushions 2 Pack,48.0,4.6,27
543,Accessories,Yoga Mats,,The Reversible Mat 5mm,78.0,3.6,3014
544,Accessories,Yoga Mats,,The (Big) Mat Made With FSC-Certified Rubber Marble,128.0,4.6,74
545,Accessories,Bags,,Adjustable Yoga Mat Bag 16L,74.0,4.2,61
546,Accessories,Bags,,New Parent Backpack 17L Online Only,218.0,4.7,191
547,Accessories,Bags,,Daily Essentials Mini Pouch 1.5L,38.0,5.0,6
548,Accessories,Bags,,Daily Essentials Large Pouch 5L,48.0,4.9,16
549,Accessories,Yoga Mats,,The Reversible Mat 5mm Textured,88.0,3.2,74
550,Accessories,Bags,,Cruiser Backpack 22L,178.0,3.9,115
551,Accessories,Bags,,Daily Essentials Nano Pouch,34.0,5.0,16
552,Accessories,Hair Accessories,,Uplifting Bow Scrunchies 3 Pack,32.0,,0
553,Accessories,Gloves & Mittens,,Men's Cold Pursuit Knit Gloves,52.0,2.5,42
554,Accessories,Selfcare,,Double Roller Mini Online Only,44.0,4.5,52
555,Accessories,Hats,,Women's Fast and Free Ponytail Running Hat Vent,48.0,,0
556,Accessories,Yoga Accessories,,The (Big) Towel,54.0,4.4,9
557,Accessories,Bags,,Side-Cinch Shopper Bag 18L,64.0,4.2,499
558,Accessories,,,Women's Textured Fleece Gloves Tech,74.0,3.2,24
559,Accessories,Yoga Mats,,Carry Onwards Travel Yoga Mat Online Only,88.0,3.5,166
560,Accessories,Hair Accessories,,Sleek and Strong Hair Ties 3 Pack,14.0,,0
561,Accessories,Bags,,Go Getter Padded Weekender Bag 34L Online Only,198.0,4.7,16
562,Accessories,,,Women's Power Stride No-Show Sock with Active Grip 3 Pack,38.0,4.0,121
563,Accessories,,,Women's Power Stride Tab Sock 3 Pack,38.0,3.6,179
564,Accessories,,,Women's Power Stride Tab Sock Online Only,14.0,4.0,49
565,Accessories,,,Women's Daily Stride Mid-Crew Sock 3 Pack Wordmark,38.0,4.2,36
566,Accessories,,,Women's Find Your Balance Studio Tab Sock,28.0,2.9,36
567,Accessories,,,Women's Find Your Balance Studio Knee-High Sock,58.0,4.6,27
568,Accessories,,,Women's Daily Stride Low-Ankle Sock 3 Pack Multi-Colour Wordmark,34.0,3.4,87
569,Accessories,,,Women's Power Stride Ankle Sock 3 Pack,38.0,3.8,26
570,Accessories,,,Women's Power Stride No-Show Sock with Active Grip,14.0,4.3,21
571,Accessories,,,Women's Daily Stride Crew Sock 3 Pack Wordmark,38.0,3.5,20
572,Women's Clothes,Shirts,Tank Tops,lululemon Align™ Tank Top,29.0,4.2,5395
573,Women's Clothes,Shirts,T-Shirts,Team Canada Love Crew T-Shirt COC Logo Online Only,24.0,4.4,97
574,Women's Clothes,Pants,Leggings,"Invigorate High-Rise Tight 25""",59.0,3.8,2367
575,Women's Clothes,Pants,Leggings,"Team Canada lululemon Align™ High-Rise Pant 28"" COC Logo Online Only",49.0,4.3,463
576,Women's Clothes,Pants,,"SenseKnit High-Rise Running Tight 28"" Online Only",89.0,3.9,78
577,Women's Clothes,Shirts,T-Shirts,Team Canada Maple Leaf Love Crew T-Shirt COC Logo Online Only,24.0,4.6,97
578,Women's Clothes,Pants,Leggings,"InStill High-Rise Tight 25""",49.0,,0
579,Women's Clothes,Pants,Joggers,Ready to Rulu Slim-Fit High-Rise Jogger Full Length,49.0,4.1,533
580,Women's Clothes,Skirts,,Hotty Hot High-Rise Skirt Long,39.0,4.1,589
581,Women's Clothes,Shirts,Tank Tops,Hold Tight Tank Top,29.0,4.0,206
582,Women's Clothes,Dresses,,Court Crush Tennis Dress,69.0,3.4,428
583,Women's Clothes,Pants,Leggings,"lululemon Align™ High-Rise Pant 28""",39.0,3.5,15768
584,Women's Clothes,Shirts,Tank Tops,Swiftly Tech Racerback Tank Top 2.0 Race Length,19.0,4.4,963
585,Women's Clothes,Shirts,Tank Tops,Train to Be Tank Top High-Low Hem,39.0,4.3,413
586,Women's Clothes,Skirts,,Pace Rival Mid-Rise Skirt Long,49.0,4.4,597
587,Women's Clothes,Shirts,Tank Tops,Invigorate Training Tank Top,29.0,4.3,373
588,Women's Clothes,Pants,Leggings,"lululemon Align™ High-Rise Pant 25"" Shine",69.0,3.5,17333
589,Women's Clothes,Shorts,,"Hotty Hot High-Rise Lined Short 2.5""",39.0,4.6,1745
590,Women's Clothes,Shirts,T-Shirts,lululemon Align™ T-Shirt,29.0,4.2,875
591,Women's Clothes,Pants,Leggings,"Wunder Under High-Rise Tight 25"" Full-On Luxtreme",49.0,2.9,1184
592,Women's Clothes,Shirts,Long Sleeve Shirts,lululemon Align™ Long Sleeve Shirt Online Only,39.0,4.1,675
593,Women's Clothes,Shirts,Long Sleeve Shirts,Swiftly Relaxed Long Sleeve Shirt,54.0,3.8,98
594,Women's Clothes,Pants,Leggings,"lululemon Align™ High-Rise Pant 25""",49.0,,0
595,Women's Clothes,Shirts,Long Sleeve Shirts,Swiftly Tech Long Sleeve Shirt 2.0 Race Length,54.0,4.4,1367
596,Women's Clothes,Coats & Jackets,,Down for It All Vest,79.0,4.3,626
597,Women's Clothes,Hoodies & Sweatshirts,,Team Canada All Yours Cropped Hoodie COC Logo Online Only,54.0,3.8,75
598,Women's Clothes,Pants,Leggings,"Wunder Train High-Rise Tight 25""",49.0,,0
599,Women's Clothes,Pants,Joggers,Ready to Crush High-Rise Velour Jogger Full Length,69.0,4.2,112
600,Women's Clothes,Shirts,Tank Tops,Sculpt Tank Top,24.0,4.3,1411
601,Women's Clothes,Pants,Leggings,"Base Pace High-Rise Running Tight 25"" Online Only",49.0,4.0,1136
602,Women's Clothes,Sports Bras,,"Ebb to Street Bra Light Support, C/D Cup Online Only",39.0,4.1,520
603,Women's Clothes,Skirts,,Pace Rival Mid-Rise Skirt,49.0,4.6,482
604,Women's Clothes,Shorts,,"Speed Up Low-Rise Lined Short 2.5""",39.0,4.1,2989
605,Women's Clothes,Shorts,,"Hotty Hot Low-Rise Lined Short 2.5""",39.0,4.3,4050
606,Women's Clothes,Shorts,,"lululemon Align™ Super-High-Rise Short 10""",39.0,4.2,1595
607,Women's Clothes,Shirts,Tank Tops,lululemon Align™ Waist-Length Tank Top,34.0,3.9,667
608,Women's Clothes,Shorts,,"Track That Mid-Rise Lined Short 5""",39.0,4.4,2593
609,Women's Clothes,Shorts,,"Speed Up High-Rise Lined Short 2.5""",39.0,4.5,382
610,Women's Clothes,Sports Bras,,"Wunder Train Longline Bra Medium Support, C/D Cup",39.0,3.7,424
611,Women's Clothes,Pants,Leggings,"lululemon Align™ High-Rise Pant with Pockets 25""",69.0,3.9,1872
612,Women's Clothes,Hoodies & Sweatshirts,,It's Rulu Run Cropped Half Zip Ribbed,84.0,4.8,33
613,Women's Clothes,Coats & Jackets,,Down for It All Jacket,119.0,3.9,2681
614,Women's Clothes,Pants,Leggings,"Swift Speed High-Rise Tight 28"" Brushed Luxtreme",99.0,4.1,188
615,Women's Clothes,Sports Bras,,"Enlite Weave-Back Bra High Support, A–DDD(E) Cups Online Only",49.0,,0
616,Women's Clothes,Shirts,Tank Tops,Love Tank Top,24.0,4.1,620
617,Women's Clothes,Shirts,Tank Tops,lululemon Align™ High-Neck Tank Top,34.0,4.3,442
618,Women's Clothes,Pants,Leggings,"Wunder Under High-Rise Tight 28"" Full-On Luxtreme",49.0,3.2,1105
619,Women's Clothes,Pants,Leggings,"lululemon Align™ High-Rise Crop 21""",49.0,3.8,5061
620,Women's Clothes,Pants,Leggings,"Wunder Train High-Rise Tight 28""",49.0,4.1,1349
621,Women's Clothes,Shirts,Short Sleeve Shirts,Seamless Training Short Sleeve Shirt,49.0,3.9,9
622,Women's Clothes,Hoodies & Sweatshirts,,Define Jacket Luon,89.0,4.4,5624
623,Women's Clothes,Pants,Leggings,Groove Super-High-Rise Flared Pant Nulu Online Only,69.0,4.0,3886
624,Women's Clothes,Pants,Leggings,"Power Thru High-Rise Tight 25""",54.0,3.7,917
625,Women's Clothes,Shirts,Tank Tops,Lunar New Year lululemon Align™ Tank Top,54.0,4.4,94
626,Women's Clothes,Pants,Leggings,"Base Pace High-Rise Running Tight 28"" Brushed Nulux Online Only",49.0,3.9,631
627,Women's Clothes,Shorts,,"Speed Up High-Rise Lined Short 4""",39.0,4.4,796
628,Women's Clothes,Shirts,Tank Tops,lululemon Align™ Waist-Length Racerback Tank Top,39.0,4.4,375
629,Women's Clothes,Sports Bras,,"Mesh-Back Train Bra Medium Support, A/B Cup",39.0,4.3,13
630,Women's Clothes,Coats & Jackets,,Wunder Puff Jacket,199.0,4.4,589
631,Women's Clothes,Sports Bras,,"Free to Be High-Neck Longline Bra - Wild Light Support, A/B Cup Online Only",39.0,4.4,71
632,Women's Clothes,Shirts,Long Sleeve Shirts,Rest Less Pullover,74.0,4.1,650
633,Women's Clothes,Shirts,Long Sleeve Shirts,It's Rulu Run Long Sleeve Shirt,49.0,4.2,347
634,Women's Clothes,Pants,Leggings,"Team Canada Wunder Train High-Rise Tight 28"" COC Logo Online Only",49.0,4.2,213
635,Women's Clothes,Shirts,Tank Tops,InStill Tank Top Online Only,29.0,3.7,300
636,Women's Clothes,Skirts,,Hotty Hot High-Rise Skirt,39.0,4.1,431
637,Women's Clothes,Shirts,Tank Tops,Ebb to Street Cropped Racerback Tank Top,39.0,3.7,544
638,Women's Clothes,Shirts,Tank Tops,lululemon Align™ Hip-Length Racerback Tank Top Online Only,29.0,4.4,319
639,Women's Clothes,Shirts,Short Sleeve Shirts,Relaxed-Fit Cotton-Blend Turtleneck T-Shirt,49.0,4.4,39
